100000	103	3.7864077669902914
100003	99	3.676767676767677
100006	116	3.8448275862068964
100009	455	3.098901098901099
10001	709	2.8053596614950633
100012	20	3.45
100015	300	3.65
100018	32	3.71875
100021	50	2.94
100024	123	3.707317073170732
100027	383	3.7075718015665795
100030	104	4.134615384615385
100033	149	3.751677852348993
100036	83	3.753012048192771
100039	37	3.8783783783783785
10004	20	3.4
100042	81	3.388888888888889
100045	27	3.7222222222222223
100048	35	4.0
100051	27	3.3703703703703702
100054	370	3.8702702702702703
100057	20	3.05
100060	185	3.424324324324324
100063	342	3.2923976608187133
100066	63	3.746031746031746
100069	48	3.7916666666666665
10007	92	3.880434782608696
100072	26	4.653846153846154
100075	30	4.0
100078	70	2.664285714285714
100081	478	3.7405857740585775
100084	245	3.7142857142857144
100087	78	4.147435897435898
100090	60	3.3666666666666667
100093	73	3.287671232876712
100096	57	4.649122807017544
100099	168	3.8511904761904763
1001	589	3.16044142614601
10010	64	3.59375
100102	100	3.245
100105	167	4.0
100108	31	3.5483870967741935
100111	121	3.743801652892562
100114	29	3.0
100117	65	3.292307692307692
100120	44	3.590909090909091
100123	60	3.7333333333333334
100126	200	3.395
100129	29	3.689655172413793
10013	55	3.381818181818182
100132	30	3.8
100135	37	3.608108108108108
100138	239	3.707112970711297
100141	102	3.627450980392157
100144	141	2.5460992907801416
100147	64	4.125
100150	59	3.406779661016949
100153	20	3.075
100156	191	3.3403141361256545
100159	145	4.186206896551724
10016	58	3.7844827586206895
100162	60	3.2
100165	527	2.9497153700189753
100168	25	4.42
100171	49	3.183673469387755
100174	100	2.92
100177	110	3.5727272727272728
100180	23	4.0
100183	49	4.163265306122449
100186	31	2.5806451612903225
100189	69	3.9927536231884058
10019	51	3.627450980392157
100192	30	3.3666666666666667
100195	197	3.213197969543147
100198	24	3.9166666666666665
100201	419	3.126491646778043
100204	30	2.966666666666667
100207	202	2.485148514851485
100210	198	3.7323232323232323
100213	811	3.373612823674476
100216	575	4.171304347826087
100219	45	3.9
10022	215	3.213953488372093
100222	36	2.9722222222222223
100225	20	3.475
100228	119	3.7016806722689077
100231	31	4.225806451612903
100234	26	3.8846153846153846
100237	161	2.8385093167701863
100240	42	4.2023809523809526
100243	22	4.204545454545454
100246	145	3.7517241379310344
100249	240	3.6708333333333334
10025	38	3.3684210526315788
100252	31	4.129032258064516
100255	56	2.982142857142857
100258	27	3.888888888888889
100261	306	4.4297385620915035
100264	33	3.8484848484848486
100267	38	4.026315789473684
100270	223	4.381165919282512
100273	1121	2.963871543264942
100276	136	3.9816176470588234
100279	28	3.9642857142857144
10028	23	3.391304347826087
100282	344	4.222383720930233
100285	41	4.2682926829268295
100288	226	3.1415929203539825
100291	25	4.04
100294	59	3.788135593220339
100297	48	4.104166666666667
100300	456	3.25
100303	20	4.2
100306	347	3.6080691642651295
100309	70	4.4714285714285715
10031	45	3.066666666666667
100312	96	3.7604166666666665
100315	31	3.3225806451612905
100318	25	3.64
100321	41	4.2926829268292686
100324	53	3.5283018867924527
100327	74	3.445945945945946
100330	133	4.101503759398496
100333	539	3.131725417439703
100336	124	3.600806451612903
100339	31	4.096774193548387
10034	42	3.6904761904761907
100342	92	3.375
100345	146	3.5993150684931505
100348	41	4.048780487804878
100351	26	2.6538461538461537
100354	71	2.2746478873239435
100357	49	3.326530612244898
100360	162	3.617283950617284
100363	80	3.8375
100366	2394	3.47765246449457
100369	782	3.9175191815856776
10037	26	3.8461538461538463
100372	31	3.7096774193548385
100375	209	3.665071770334928
100378	39	3.6153846153846154
100381	23	3.0217391304347827
100384	29	4.155172413793103
100387	25	3.08
100390	55	4.4
100393	130	3.5846153846153848
100396	24	3.2083333333333335
100399	375	2.2453333333333334
1004	28	3.3214285714285716
10040	62	4.241935483870968
100402	61	4.032786885245901
100405	516	3.2083333333333335
100408	51	3.9019607843137254
100411	111	3.725225225225225
100414	237	3.978902953586498
100417	64	4.09375
100420	229	4.318777292576419
100423	321	3.5031152647975077
100426	33	4.090909090909091
100429	45	3.6
10043	31	3.3548387096774195
100432	450	3.928888888888889
100435	27	3.9814814814814814
100438	1192	3.096057046979866
100441	187	3.6149732620320854
100444	109	3.628440366972477
100447	30	3.6333333333333333
100450	29	3.6206896551724137
100453	174	4.304597701149425
100456	91	3.1868131868131866
100459	21	3.1904761904761907
10046	48	3.71875
100462	173	3.520231213872832
100465	20	3.325
